"","Species","confidence","ARU.ID","Date","start.min","start.sec","timestamp","True.Positive"
"162","Western Tanager",0.45274892449379,"SMM14","20230608",20,30,1230,NA
"163","Western Tanager",0.547118604183197,"SMM14","20230608",20,33,1233,NA
"164","Western Tanager",0.563548743724823,"SMM14","20230608",34,42,2082,NA
"165","Western Tanager",0.508790671825409,"SMM14","20230610",53,15,3195,NA
"166","Western Tanager",0.329867631196976,"SMM14","20230611",6,15,375,NA
"167","Western Tanager",0.49024897813797,"SMM14","20230612",0,45,45,NA
"168","Western Tanager",0.317384362220764,"SMM14","20230612",4,15,255,NA
"169","Western Tanager",0.700856626033783,"SMM14","20230613",0,18,18,NA
"170","Western Tanager",0.466285675764084,"SMM14","20230613",2,3,123,NA
"171","Western Tanager",0.339065343141556,"SMM14","20230614",54,27,3267,NA
"172","Western Tanager",0.681030690670013,"SMM14","20230617",29,15,1755,NA
"173","Western Tanager",0.466060072183609,"SMM14","20230617",42,15,2535,NA
"174","Western Tanager",0.555620849132538,"SMM14","20230617",51,15,3075,NA
"175","Western Tanager",0.456036239862442,"SMM14","20230618",3,3,183,NA
"176","Western Tanager",0.407562375068665,"SMM14","20230619",0,18,18,NA
"177","Western Tanager",0.326490700244904,"SMM14","20230619",0,24,24,NA
"178","Western Tanager",0.346447259187698,"SMM14","20230619",3,0,180,NA
"179","Western Tanager",0.74014949798584,"SMM14","20230620",4,18,258,NA
"180","Western Tanager",0.728370070457458,"SMM14","20230620",9,54,594,NA
"181","Western Tanager",0.508811831474304,"SMM14","20230620",11,9,669,NA
"182","Western Tanager",0.337794989347458,"SMM14","20230622",16,6,966,NA
"183","Western Tanager",0.729437828063965,"SMM14","20230622",45,6,2706,NA
"184","Western Tanager",0.454890578985214,"SMM14","20230623",41,30,2490,NA
"185","Western Tanager",0.591616034507751,"SMM14","20230623",51,54,3114,NA
"186","Western Tanager",0.53369551897049,"SMM14","20230624",1,36,96,NA
"187","Western Tanager",0.445067256689072,"SMM14","20230624",17,6,1026,NA
"188","Western Tanager",0.391821444034576,"SMM14","20230624",18,36,1116,NA
"189","Western Tanager",0.430533528327942,"SMM14","20230624",48,0,2880,NA
"190","Western Tanager",0.35456570982933,"SMM14","20230625",53,54,3234,NA
"191","Western Tanager",0.34224146604538,"SMM14","20230625",54,51,3291,NA
"192","Western Tanager",0.909882485866547,"SMM14","20230625",55,0,3300,NA
"193","Western Tanager",0.469491630792618,"SMM14","20230625",58,30,3510,NA
"194","Western Tanager",0.352715343236923,"SMM14","20230626",3,3,183,NA
"195","Western Tanager",0.338727325201035,"SMM14","20230626",42,51,2571,NA
"196","Western Tanager",0.656298518180847,"SMM14","20230626",52,30,3150,NA
"197","Western Tanager",0.313609927892685,"SMM16","20230605",40,42,2442,NA
"198","Western Tanager",0.488157272338867,"SMM16","20230605",43,27,2607,NA
"199","Western Tanager",0.87718141078949,"SMM16","20230605",43,33,2613,NA
"200","Western Tanager",0.899319529533386,"SMM16","20230613",39,42,2382,NA
