"","Species","confidence","ARU.ID","Date","start.min","start.sec","True.Positive"
"266","Hammond's Flycatcher",0.347274243831635,"SMM02","2023-06-19",57,0,NA
"267","Hammond's Flycatcher",0.30091467499733,"SMM02","2023-06-21",27,57,NA
"268","Hammond's Flycatcher",0.630014598369598,"SMM02","2023-06-25",56,18,NA
"269","Hammond's Flycatcher",0.386177092790604,"SMM02","2023-06-25",56,27,NA
"270","Hammond's Flycatcher",0.577309370040894,"SMM07","2023-06-03",30,42,NA
"271","Hammond's Flycatcher",0.397327572107315,"SMM07","2023-06-03",48,9,NA
"272","Hammond's Flycatcher",0.336030960083008,"SMM07","2023-06-04",17,54,NA
"273","Hammond's Flycatcher",0.363970041275024,"SMM07","2023-06-05",13,33,NA
"274","Hammond's Flycatcher",0.554914116859436,"SMM07","2023-06-05",45,24,NA
"275","Hammond's Flycatcher",0.354418367147446,"SMM07","2023-06-05",45,54,NA
"276","Hammond's Flycatcher",0.793837606906891,"SMM07","2023-06-05",46,39,NA
"277","Hammond's Flycatcher",0.424136459827423,"SMM07","2023-06-14",37,57,NA
"278","Hammond's Flycatcher",0.441094964742661,"SMM08","2023-06-03",48,6,NA
"279","Hammond's Flycatcher",0.882850527763367,"SMM08","2023-06-03",53,39,NA
"280","Hammond's Flycatcher",0.316085666418076,"SMM08","2023-06-04",17,21,NA
"281","Hammond's Flycatcher",0.506003379821777,"SMM08","2023-06-04",18,12,NA
"282","Hammond's Flycatcher",0.779389262199402,"SMM08","2023-06-05",45,27,NA
"283","Hammond's Flycatcher",0.509758770465851,"SMM08","2023-06-05",45,36,NA
"284","Hammond's Flycatcher",0.340977191925049,"SMM08","2023-06-05",46,42,NA
"285","Hammond's Flycatcher",0.400751829147339,"SMM08","2023-06-05",47,24,NA
"286","Hammond's Flycatcher",0.375470876693726,"SMM08","2023-06-05",47,45,NA
"287","Hammond's Flycatcher",0.340105682611465,"SMM08","2023-06-08",24,48,NA
"288","Hammond's Flycatcher",0.393998384475708,"SMM08","2023-06-13",24,51,NA
"289","Hammond's Flycatcher",0.588976442813873,"SMM08","2023-06-13",47,24,NA
"290","Hammond's Flycatcher",0.326942324638367,"SMM11","2023-06-03",2,45,NA
"291","Hammond's Flycatcher",0.776835978031158,"SMM14","2023-06-05",57,57,NA
"292","Hammond's Flycatcher",0.342140078544617,"SMM14","2023-06-07",43,0,NA
"293","Hammond's Flycatcher",0.4555983543396,"SMM14","2023-06-07",44,9,NA
"294","Hammond's Flycatcher",0.561412513256073,"SMM14","2023-06-09",44,33,NA
"295","Hammond's Flycatcher",0.338025033473969,"SMM14","2023-06-09",56,48,NA
"296","Hammond's Flycatcher",0.349307179450989,"SMM14","2023-06-10",56,15,NA
"297","Hammond's Flycatcher",0.746022760868073,"SMM14","2023-06-11",43,12,NA
"298","Hammond's Flycatcher",0.323226183652878,"SMM14","2023-06-21",57,3,NA
"299","Hammond's Flycatcher",0.617154121398926,"SMM16","2023-06-10",46,24,NA
"300","Hammond's Flycatcher",0.945253014564514,"SMM16","2023-06-16",17,15,NA
"301","Hermit Thrush",0.42512771487236,"SMM01","2023-06-09",28,45,NA
"302","Hermit Thrush",0.53240042924881,"SMM01","2023-06-09",52,18,NA
"303","Hermit Thrush",0.565421879291534,"SMM01","2023-06-10",49,54,NA
"304","Hermit Thrush",0.778494596481323,"SMM01","2023-06-10",50,57,NA
"305","Hermit Thrush",0.385671555995941,"SMM01","2023-06-10",55,45,NA
"306","Hermit Thrush",0.339853286743164,"SMM01","2023-06-10",58,9,NA
"307","Hermit Thrush",0.649878978729248,"SMM01","2023-06-10",58,33,NA
"308","Hermit Thrush",0.582954227924347,"SMM01","2023-06-18",49,30,NA
"309","Hermit Thrush",0.332676261663437,"SMM01","2023-06-19",26,21,NA
"310","Hermit Thrush",0.411840260028839,"SMM01","2023-06-20",10,12,NA
"311","Hermit Thrush",0.682343184947968,"SMM01","2023-06-21",43,51,NA
"312","Hermit Thrush",0.47703093290329,"SMM01","2023-06-21",59,39,NA
"313","Hermit Thrush",0.31717124581337,"SMM01","2023-06-24",43,54,NA
"314","Hermit Thrush",0.300043195486069,"SMM01","2023-06-24",59,6,NA
"315","Hermit Thrush",0.40325340628624,"SMM01","2023-06-25",40,57,NA
"316","Hermit Thrush",0.603511929512024,"SMM01","2023-06-25",48,3,NA
"317","Hermit Thrush",0.511473476886749,"SMM01","2023-06-25",51,51,NA
"318","Hermit Thrush",0.301197558641434,"SMM01","2023-06-26",22,21,NA
"319","Hermit Thrush",0.371161490678787,"SMM01","2023-06-26",31,33,NA
"320","Hermit Thrush",0.580995380878448,"SMM01","2023-06-26",40,3,NA
