"","start.min","start.sec","common_name","confidence","ARU.ID","ARU.Name","Date"
"214",0,42,"Kentucky Warbler",0.131998047232628,"66998","UF3-1",2024-05-17
"215",0,42,"Tufted Titmouse",0.129551604390144,"66998","UF3-1",2024-05-17
"216",0,42,"Swainson's Warbler",0.100631713867188,"66998","UF3-1",2024-05-17
"217",0,42,"Yellow-throated Warbler",0.0871283411979675,"66998","UF3-1",2024-05-17
"218",0,42,"Fish Crow",0.0700045078992844,"66998","UF3-1",2024-05-17
"219",0,42,"Acadian Flycatcher",0.060125507414341,"66998","UF3-1",2024-05-17
"220",0,42,"Worm-eating Warbler",0.0524801500141621,"66998","UF3-1",2024-05-17
"221",0,45,"Worm-eating Warbler",0.251220494508743,"66998","UF3-1",2024-05-17
"222",0,45,"Kentucky Warbler",0.212407052516937,"66998","UF3-1",2024-05-17
"223",0,45,"Prothonotary Warbler",0.13116854429245,"66998","UF3-1",2024-05-17
"224",0,45,"Acadian Flycatcher",0.0757241919636726,"66998","UF3-1",2024-05-17
"225",0,45,"Swainson's Warbler",0.0732606500387192,"66998","UF3-1",2024-05-17
"226",0,48,"Worm-eating Warbler",0.170077934861183,"66998","UF3-1",2024-05-17
"227",0,48,"Kentucky Warbler",0.119278192520142,"66998","UF3-1",2024-05-17
"228",0,48,"Wood Thrush",0.0796081647276878,"66998","UF3-1",2024-05-17
"229",0,48,"Prothonotary Warbler",0.0620110593736172,"66998","UF3-1",2024-05-17
"230",0,48,"Ovenbird",0.0578605197370052,"66998","UF3-1",2024-05-17
"231",0,51,"Ovenbird",0.22814467549324,"66998","UF3-1",2024-05-17
"232",0,51,"Yellow-throated Warbler",0.0609364546835423,"66998","UF3-1",2024-05-17
"233",0,51,"Kentucky Warbler",0.0581899359822273,"66998","UF3-1",2024-05-17
"234",0,51,"Pine Warbler",0.0532390661537647,"66998","UF3-1",2024-05-17
"235",0,51,"Worm-eating Warbler",0.0520597621798515,"66998","UF3-1",2024-05-17
"236",0,54,"Yellow-throated Warbler",0.146051406860352,"66998","UF3-1",2024-05-17
"237",0,54,"Worm-eating Warbler",0.143349856138229,"66998","UF3-1",2024-05-17
"238",0,54,"Ovenbird",0.139155045151711,"66998","UF3-1",2024-05-17
"239",0,57,"Kentucky Warbler",0.239317178726196,"66998","UF3-1",2024-05-17
"240",0,57,"Scarlet Tanager",0.141661152243614,"66998","UF3-1",2024-05-17
"241",0,57,"Worm-eating Warbler",0.131321892142296,"66998","UF3-1",2024-05-17
"242",0,57,"Swainson's Warbler",0.113233283162117,"66998","UF3-1",2024-05-17
