"","rowid","Species","confidence","ARU.ID","Date","start.min","start.sec","timestamp","True.Positive"
"58",58,"Warbling Vireo",0.802899599075317,"SMM05",20230614,56,21,3381,1
"59",59,"Warbling Vireo",0.374271750450134,"SMM05",20230615,19,9,1149,1
"60",60,"Warbling Vireo",0.369970053434372,"SMM05",20230615,52,15,3135,1
"61",61,"Warbling Vireo",0.336137384176254,"SMM05",20230615,53,39,3219,1
"62",62,"Warbling Vireo",0.523766458034515,"SMM05",20230616,13,51,831,1
"63",63,"Warbling Vireo",0.547757863998413,"SMM05",20230616,23,57,1437,1
"64",64,"Warbling Vireo",0.658267438411713,"SMM05",20230616,29,12,1752,1
"65",65,"Warbling Vireo",0.47554412484169,"SMM05",20230616,42,6,2526,1
"66",66,"Warbling Vireo",0.495804101228714,"SMM05",20230616,46,24,2784,1
"67",67,"Warbling Vireo",0.767590284347534,"SMM05",20230617,17,6,1026,1
"68",68,"Warbling Vireo",0.348273009061813,"SMM05",20230617,20,6,1206,1
"69",69,"Warbling Vireo",0.438160091638565,"SMM05",20230617,24,39,1479,1
"70",70,"Warbling Vireo",0.419552057981491,"SMM05",20230617,27,51,1671,1
"71",71,"Warbling Vireo",0.687134802341461,"SMM05",20230617,31,21,1881,1
"72",72,"Warbling Vireo",0.876987397670746,"SMM05",20230617,34,51,2091,1
"73",73,"Warbling Vireo",0.398661732673645,"SMM05",20230617,38,54,2334,1
"74",74,"Warbling Vireo",0.542741537094116,"SMM05",20230617,42,51,2571,1
"75",75,"Warbling Vireo",0.449766874313354,"SMM05",20230617,46,42,2802,1
"76",76,"Warbling Vireo",0.610563814640045,"SMM05",20230618,22,0,1320,1
"77",77,"Warbling Vireo",0.318692654371262,"SMM05",20230618,30,6,1806,1
"78",78,"Warbling Vireo",0.361384451389313,"SMM05",20230618,34,54,2094,1
"79",79,"Warbling Vireo",0.603422224521637,"SMM05",20230618,35,30,2130,1
"80",80,"Warbling Vireo",0.336052924394608,"SMM05",20230619,27,27,1647,1
"81",81,"Warbling Vireo",0.55975466966629,"SMM05",20230619,30,33,1833,1
"82",82,"Warbling Vireo",0.408342659473419,"SMM05",20230619,33,51,2031,1
"83",83,"Warbling Vireo",0.440896511077881,"SMM05",20230619,35,51,2151,1
"84",84,"Warbling Vireo",0.556923866271973,"SMM05",20230619,38,21,2301,1
"85",85,"Warbling Vireo",0.364011347293854,"SMM05",20230619,40,36,2436,1
"86",86,"Warbling Vireo",0.698921084403992,"SMM05",20230619,47,54,2874,1
"87",87,"Warbling Vireo",0.372465312480927,"SMM05",20230619,51,30,3090,1
"88",88,"Warbling Vireo",0.633859395980835,"SMM05",20230619,52,9,3129,1
"89",89,"Warbling Vireo",0.465682953596115,"SMM05",20230619,55,9,3309,1
"90",90,"Warbling Vireo",0.460874080657959,"SMM05",20230619,57,45,3465,1
"91",91,"Warbling Vireo",0.636084079742432,"SMM05",20230619,58,27,3507,1
"92",92,"Warbling Vireo",0.581248462200165,"SMM05",20230620,49,36,2976,1
"93",93,"Warbling Vireo",0.426511287689209,"SMM05",20230620,53,3,3183,1
"94",94,"Warbling Vireo",0.557791590690613,"SMM05",20230621,2,27,147,1
"95",95,"Warbling Vireo",0.519741415977478,"SMM05",20230621,4,15,255,1
"96",96,"Warbling Vireo",0.470279365777969,"SMM05",20230621,5,21,321,1
"97",97,"Warbling Vireo",0.794478535652161,"SMM05",20230621,18,27,1107,1
"98",98,"Warbling Vireo",0.490393757820129,"SMM05",20230621,22,18,1338,1
"99",99,"Warbling Vireo",0.42425149679184,"SMM05",20230621,22,24,1344,1
"100",100,"Warbling Vireo",0.347894251346588,"SMM05",20230621,22,48,1368,1
"101",101,"Warbling Vireo",0.400920301675797,"SMM05",20230621,26,9,1569,1
"102",102,"Warbling Vireo",0.686456322669983,"SMM05",20230621,26,18,1578,1
"103",103,"Warbling Vireo",0.812955021858215,"SMM05",20230621,26,48,1608,1
"104",104,"Warbling Vireo",0.850165188312531,"SMM05",20230621,27,39,1659,1
"105",105,"Warbling Vireo",0.657920837402344,"SMM05",20230621,27,45,1665,1
"106",106,"Warbling Vireo",0.458878129720688,"SMM05",20230621,28,30,1710,1
"107",107,"Warbling Vireo",0.399654537439346,"SMM05",20230621,29,33,1773,1
"108",108,"Warbling Vireo",0.386761754751205,"SMM05",20230621,31,27,1887,1
"109",109,"Warbling Vireo",0.378158837556839,"SMM05",20230621,32,36,1956,1
"110",110,"Warbling Vireo",0.404472529888153,"SMM05",20230621,33,18,1998,1
"111",111,"Warbling Vireo",0.55267995595932,"SMM05",20230621,39,15,2355,1
"112",112,"Warbling Vireo",0.773252367973328,"SMM05",20230621,39,42,2382,1
"113",113,"Warbling Vireo",0.33309280872345,"SMM05",20230621,44,21,2661,1
"114",114,"Warbling Vireo",0.556058824062347,"SMM05",20230621,44,39,2679,1
"115",115,"Warbling Vireo",0.712311983108521,"SMM05",20230621,46,0,2760,1
"116",116,"Warbling Vireo",0.317856639623642,"SMM05",20230621,47,39,2859,1
"117",117,"Warbling Vireo",0.545305013656616,"SMM05",20230621,48,33,2913,1
"118",118,"Warbling Vireo",0.322532057762146,"SMM05",20230621,48,45,2925,1
"119",119,"Warbling Vireo",0.760104656219482,"SMM05",20230621,49,48,2988,1
"120",120,"Warbling Vireo",0.379357427358627,"SMM05",20230621,54,21,3261,1
"121",121,"Warbling Vireo",0.364698499441147,"SMM05",20230621,54,39,3279,1
"122",122,"Warbling Vireo",0.384732037782669,"SMM05",20230622,1,51,111,1
"123",123,"Warbling Vireo",0.364380329847336,"SMM05",20230622,14,3,843,1
"124",124,"Warbling Vireo",0.617478370666504,"SMM05",20230622,17,48,1068,1
"125",125,"Warbling Vireo",0.862536728382111,"SMM05",20230622,19,27,1167,1
"126",126,"Warbling Vireo",0.58746337890625,"SMM05",20230622,19,39,1179,1
"127",127,"Warbling Vireo",0.302631705999374,"SMM05",20230622,24,24,1464,1
"128",128,"Warbling Vireo",0.766569793224335,"SMM05",20230622,27,27,1647,1
"129",129,"Warbling Vireo",0.538232862949371,"SMM05",20230622,34,33,2073,1
"130",130,"Warbling Vireo",0.513186633586884,"SMM05",20230622,39,57,2397,1
"131",131,"Warbling Vireo",0.552785277366638,"SMM05",20230622,41,15,2475,1
"132",132,"Warbling Vireo",0.332150459289551,"SMM05",20230623,5,24,324,1
"133",133,"Warbling Vireo",0.523792922496796,"SMM05",20230623,22,18,1338,1
"134",134,"Warbling Vireo",0.563778221607208,"SMM05",20230623,33,57,2037,1
"135",135,"Warbling Vireo",0.321707308292389,"SMM05",20230623,36,9,2169,1
"136",136,"Warbling Vireo",0.541027247905731,"SMM05",20230623,49,0,2940,1
"137",137,"Warbling Vireo",0.302280008792877,"SMM05",20230624,3,27,207,1
"138",138,"Warbling Vireo",0.346992045640945,"SMM05",20230624,9,27,567,1
"139",139,"Warbling Vireo",0.558150410652161,"SMM05",20230624,11,48,708,1
"140",140,"Warbling Vireo",0.489502042531967,"SMM05",20230624,18,48,1128,1
"141",141,"Warbling Vireo",0.74105179309845,"SMM05",20230624,19,57,1197,1
"142",142,"Warbling Vireo",0.747006833553314,"SMM05",20230624,20,21,1221,1
"143",143,"Warbling Vireo",0.731942653656006,"SMM05",20230624,21,6,1266,1
"144",144,"Warbling Vireo",0.427350997924805,"SMM05",20230624,24,0,1440,1
"145",145,"Warbling Vireo",0.55779641866684,"SMM05",20230624,26,48,1608,1
"146",146,"Warbling Vireo",0.948261559009552,"SMM05",20230624,27,42,1662,1
"147",147,"Warbling Vireo",0.385104566812515,"SMM05",20230624,28,18,1698,1
"148",148,"Warbling Vireo",0.708560228347778,"SMM05",20230624,29,48,1788,1
"149",149,"Warbling Vireo",0.339392900466919,"SMM05",20230624,40,39,2439,1
"150",150,"Warbling Vireo",0.574688017368317,"SMM05",20230624,46,12,2772,1
"151",151,"Warbling Vireo",0.915723919868469,"SMM05",20230624,49,15,2955,1
"152",152,"Warbling Vireo",0.883006513118744,"SMM05",20230624,54,27,3267,1
"153",153,"Warbling Vireo",0.835995256900787,"SMM05",20230624,56,18,3378,1
"154",154,"Warbling Vireo",0.821973979473114,"SMM05",20230624,57,18,3438,1
"155",155,"Warbling Vireo",0.785524845123291,"SMM05",20230625,9,9,549,1
"156",156,"Warbling Vireo",0.507621765136719,"SMM05",20230625,10,18,618,1
"157",157,"Warbling Vireo",0.432568997144699,"SMM05",20230625,10,24,624,1
"158",158,"Warbling Vireo",0.441059142351151,"SMM05",20230625,12,9,729,1
"159",159,"Warbling Vireo",0.495808750391006,"SMM05",20230625,23,15,1395,1
"160",160,"Warbling Vireo",0.606066584587097,"SMM05",20230625,23,30,1410,1
"161",161,"Warbling Vireo",0.389208287000656,"SMM05",20230625,27,0,1620,1
"162",162,"Warbling Vireo",0.362618833780289,"SMM05",20230625,28,42,1722,1
"163",163,"Warbling Vireo",0.526605188846588,"SMM05",20230625,35,30,2130,1
"164",164,"Warbling Vireo",0.556866109371185,"SMM05",20230625,37,45,2265,1
"165",165,"Warbling Vireo",0.572117865085602,"SMM05",20230625,55,42,3342,1
"166",166,"Warbling Vireo",0.406039357185364,"SMM05",20230626,2,15,135,1
"167",167,"Warbling Vireo",0.374618887901306,"SMM05",20230626,7,12,432,1
"168",168,"Warbling Vireo",0.365083992481232,"SMM05",20230626,19,9,1149,1
"169",169,"Warbling Vireo",0.469435423612595,"SMM05",20230626,26,36,1596,1
"170",170,"Warbling Vireo",0.66546905040741,"SMM05",20230626,30,0,1800,1
"171",171,"Warbling Vireo",0.587465107440948,"SMM07",20230601,44,30,2670,1
"172",172,"Warbling Vireo",0.731654584407806,"SMM08",20230601,30,18,1818,1
"173",173,"Warbling Vireo",0.448926150798798,"SMM08",20230601,36,3,2163,1
"174",174,"Warbling Vireo",0.478986978530884,"SMM08",20230601,40,9,2409,1
"175",175,"Warbling Vireo",0.364946365356445,"SMM08",20230601,55,24,3324,1
"176",176,"Warbling Vireo",0.584337830543518,"SMM11",20230612,42,0,2520,1
"177",177,"Warbling Vireo",0.488539040088654,"SMM11",20230613,14,21,861,1
"178",178,"Warbling Vireo",0.479724049568176,"SMM11",20230614,7,36,456,1
"179",179,"Warbling Vireo",0.385708570480347,"SMM11",20230614,8,21,501,1
"180",180,"Warbling Vireo",0.523447632789612,"SMM11",20230614,11,27,687,1
"181",181,"Warbling Vireo",0.355989098548889,"SMM11",20230616,30,42,1842,1
"182",182,"Warbling Vireo",0.339438796043396,"SMM11",20230626,40,12,2412,1
"183",183,"Warbling Vireo",0.548240661621094,"SMM14",20230602,41,21,2481,1
"184",184,"Warbling Vireo",0.340048640966415,"SMM14",20230603,7,48,468,1
"185",185,"Warbling Vireo",0.374560117721558,"SMM14",20230604,24,45,1485,1
"186",186,"Warbling Vireo",0.44513800740242,"SMM14",20230604,25,33,1533,1
"187",187,"Warbling Vireo",0.396491169929504,"SMM14",20230606,57,33,3453,1
"188",188,"Warbling Vireo",0.40957847237587,"SMM14",20230607,28,12,1692,1
"189",189,"Warbling Vireo",0.327858626842499,"SMM14",20230607,34,0,2040,1
"190",190,"Warbling Vireo",0.711748600006104,"SMM14",20230608,26,21,1581,1
"191",191,"Warbling Vireo",0.330919176340103,"SMM14",20230609,28,0,1680,1
"192",192,"Warbling Vireo",0.302082985639572,"SMM14",20230609,32,30,1950,1
"193",193,"Warbling Vireo",0.501283228397369,"SMM14",20230610,44,57,2697,1
"194",194,"Warbling Vireo",0.668134033679962,"SMM14",20230610,53,3,3183,1
"195",195,"Warbling Vireo",0.30651444196701,"SMM14",20230613,41,15,2475,1
"196",196,"Warbling Vireo",0.334708243608475,"SMM14",20230617,33,30,2010,1
"197",197,"Warbling Vireo",0.547706186771393,"SMM14",20230617,57,6,3426,1
"198",198,"Warbling Vireo",0.311633288860321,"SMM14",20230618,43,18,2598,1
"199",199,"Warbling Vireo",0.305854856967926,"SMM14",20230624,35,12,2112,1
"200",200,"Warbling Vireo",0.300767928361893,"SMM14",20230626,39,0,2340,1
