"","Hour","Minute","ARU.ID","ARU.Name","Date","File"
"1036",8,0,"67001","UF3-7",2024-06-12,"20240612_080000-216849324.flac"
"1037",8,1,"67001","UF3-7",2024-06-12,"20240612_080100-216849325.flac"
"1038",8,2,"67001","UF3-7",2024-06-12,"20240612_080200-216849326.flac"
"1039",8,3,"67001","UF3-7",2024-06-12,"20240612_080300-216849327.flac"
"1040",8,4,"67001","UF3-7",2024-06-12,"20240612_080400-216849328.flac"
"1041",6,0,"67001","UF3-7",2024-06-13,"20240613_060000-216849539.flac"
"1042",6,1,"67001","UF3-7",2024-06-13,"20240613_060100-216849540.flac"
"1043",6,2,"67001","UF3-7",2024-06-13,"20240613_060200-216849541.flac"
"1044",6,3,"67001","UF3-7",2024-06-13,"20240613_060300-216849542.flac"
"1045",6,4,"67001","UF3-7",2024-06-13,"20240613_060400-216849543.flac"
"1046",7,0,"67001","UF3-7",2024-06-13,"20240613_070000-216849259.flac"
"1047",7,1,"67001","UF3-7",2024-06-13,"20240613_070100-216849260.flac"
"1048",7,2,"67001","UF3-7",2024-06-13,"20240613_070200-216849261.flac"
"1049",7,3,"67001","UF3-7",2024-06-13,"20240613_070300-216849262.flac"
"1050",7,4,"67001","UF3-7",2024-06-13,"20240613_070400-216849263.flac"
"1051",8,0,"67001","UF3-7",2024-06-13,"20240613_080000-216849434.flac"
"1052",8,1,"67001","UF3-7",2024-06-13,"20240613_080100-216849435.flac"
"1053",8,2,"67001","UF3-7",2024-06-13,"20240613_080200-216849436.flac"
"1054",8,3,"67001","UF3-7",2024-06-13,"20240613_080300-216849437.flac"
"1055",8,4,"67001","UF3-7",2024-06-13,"20240613_080400-216849438.flac"
"1056",8,4,"67001","UF3-7",2024-06-13,"20240613_080400-216849438.wav"
"1057",6,0,"67001","UF3-7",2024-06-14,"20240614_060000-216849389.flac"
"1058",6,1,"67001","UF3-7",2024-06-14,"20240614_060100-216849390.flac"
"1059",6,2,"67001","UF3-7",2024-06-14,"20240614_060200-216849391.flac"
"1060",6,3,"67001","UF3-7",2024-06-14,"20240614_060300-216849392.flac"
"1061",6,4,"67001","UF3-7",2024-06-14,"20240614_060400-216849393.flac"
"1062",7,0,"67001","UF3-7",2024-06-14,"20240614_070000-216849238.flac"
"1063",7,1,"67001","UF3-7",2024-06-14,"20240614_070100-216849239.flac"
"1064",7,2,"67001","UF3-7",2024-06-14,"20240614_070200-216849240.flac"
"1065",7,3,"67001","UF3-7",2024-06-14,"20240614_070300-216849241.flac"
"1066",7,4,"67001","UF3-7",2024-06-14,"20240614_070400-216849242.flac"
"1067",8,0,"67001","UF3-7",2024-06-14,"20240614_080000-216849304.flac"
"1068",8,1,"67001","UF3-7",2024-06-14,"20240614_080100-216849305.flac"
"1069",8,2,"67001","UF3-7",2024-06-14,"20240614_080200-216849306.flac"
"1070",8,3,"67001","UF3-7",2024-06-14,"20240614_080300-216849307.flac"
"1071",8,4,"67001","UF3-7",2024-06-14,"20240614_080400-216849308.flac"
"1072",6,0,"67001","UF3-7",2024-06-15,"20240615_060000-216849208.flac"
"1073",6,1,"67001","UF3-7",2024-06-15,"20240615_060100-216849209.flac"
"1074",6,2,"67001","UF3-7",2024-06-15,"20240615_060200-216849210.flac"
"1075",6,3,"67001","UF3-7",2024-06-15,"20240615_060300-216849211.flac"
"1076",6,4,"67001","UF3-7",2024-06-15,"20240615_060400-216849212.flac"
"1077",7,0,"67001","UF3-7",2024-06-15,"20240615_070000-216849299.flac"
"1078",7,1,"67001","UF3-7",2024-06-15,"20240615_070100-216849300.flac"
"1079",7,2,"67001","UF3-7",2024-06-15,"20240615_070200-216849301.flac"
"1080",7,3,"67001","UF3-7",2024-06-15,"20240615_070300-216849302.flac"
"1081",7,4,"67001","UF3-7",2024-06-15,"20240615_070400-216849303.flac"
"1082",8,0,"67001","UF3-7",2024-06-15,"20240615_080000-216849218.flac"
"1083",8,1,"67001","UF3-7",2024-06-15,"20240615_080100-216849219.flac"
"1084",8,2,"67001","UF3-7",2024-06-15,"20240615_080200-216849220.flac"
"1085",8,2,"67001","UF3-7",2024-06-15,"20240615_080200-216849220.wav"
"1086",8,3,"67001","UF3-7",2024-06-15,"20240615_080300-216849221.flac"
"1087",8,4,"67001","UF3-7",2024-06-15,"20240615_080400-216849222.flac"
"1088",6,0,"67001","UF3-7",2024-06-16,"20240616_060000-216849249.flac"
"1089",6,1,"67001","UF3-7",2024-06-16,"20240616_060100-216849250.flac"
"1090",6,2,"67001","UF3-7",2024-06-16,"20240616_060200-216849251.flac"
"1091",6,3,"67001","UF3-7",2024-06-16,"20240616_060300-216849252.flac"
"1092",6,4,"67001","UF3-7",2024-06-16,"20240616_060400-216849253.flac"
"1093",7,0,"67001","UF3-7",2024-06-16,"20240616_070000-216849279.flac"
"1094",7,1,"67001","UF3-7",2024-06-16,"20240616_070100-216849280.flac"
"1095",7,2,"67001","UF3-7",2024-06-16,"20240616_070200-216849281.flac"
"1096",7,3,"67001","UF3-7",2024-06-16,"20240616_070300-216849282.flac"
"1097",7,4,"67001","UF3-7",2024-06-16,"20240616_070400-216849283.flac"
"1098",8,0,"67001","UF3-7",2024-06-16,"20240616_080000-216849269.flac"
"1099",8,1,"67001","UF3-7",2024-06-16,"20240616_080100-216849270.flac"
"1100",8,2,"67001","UF3-7",2024-06-16,"20240616_080200-216849271.flac"
"1101",8,3,"67001","UF3-7",2024-06-16,"20240616_080300-216849272.flac"
"1102",8,4,"67001","UF3-7",2024-06-16,"20240616_080400-216849273.flac"
"1103",6,0,"67001","UF3-7",2024-06-17,"20240617_060000-216849188.flac"
"1104",6,1,"67001","UF3-7",2024-06-17,"20240617_060100-216849189.flac"
"1105",6,2,"67001","UF3-7",2024-06-17,"20240617_060200-216849190.flac"
"1106",6,3,"67001","UF3-7",2024-06-17,"20240617_060300-216849191.flac"
"1107",6,4,"67001","UF3-7",2024-06-17,"20240617_060400-216849192.flac"
"1108",7,0,"67001","UF3-7",2024-06-17,"20240617_070000-216849173.flac"
"1109",7,1,"67001","UF3-7",2024-06-17,"20240617_070100-216849174.flac"
"1110",7,2,"67001","UF3-7",2024-06-17,"20240617_070200-216849175.flac"
"1111",7,3,"67001","UF3-7",2024-06-17,"20240617_070300-216849176.flac"
"1112",7,4,"67001","UF3-7",2024-06-17,"20240617_070400-216849177.flac"
"1113",8,0,"67001","UF3-7",2024-06-17,"20240617_080000-216849228.flac"
"1114",8,1,"67001","UF3-7",2024-06-17,"20240617_080100-216849229.flac"
"1115",8,2,"67001","UF3-7",2024-06-17,"20240617_080200-216849230.flac"
"1116",8,3,"67001","UF3-7",2024-06-17,"20240617_080300-216849231.flac"
"1117",8,4,"67001","UF3-7",2024-06-17,"20240617_080400-216849232.flac"
"1118",6,0,"67001","UF3-7",2024-06-18,"20240618_060000-216849233.flac"
"1119",6,0,"67001","UF3-7",2024-06-18,"20240618_060000-216849233.wav"
"1120",6,1,"67001","UF3-7",2024-06-18,"20240618_060100-216849234.flac"
"1121",6,2,"67001","UF3-7",2024-06-18,"20240618_060200-216849235.flac"
"1122",6,3,"67001","UF3-7",2024-06-18,"20240618_060300-216849236.flac"
"1123",6,4,"67001","UF3-7",2024-06-18,"20240618_060400-216849237.flac"
"1124",7,0,"67001","UF3-7",2024-06-18,"20240618_070000-216849213.flac"
"1125",7,1,"67001","UF3-7",2024-06-18,"20240618_070100-216849214.flac"
"1126",7,2,"67001","UF3-7",2024-06-18,"20240618_070200-216849215.flac"
"1127",7,3,"67001","UF3-7",2024-06-18,"20240618_070300-216849216.flac"
"1128",7,4,"67001","UF3-7",2024-06-18,"20240618_070400-216849217.flac"
"1129",8,0,"67001","UF3-7",2024-06-18,"20240618_080000-216849148.flac"
"1130",8,1,"67001","UF3-7",2024-06-18,"20240618_080100-216849149.flac"
"1131",8,2,"67001","UF3-7",2024-06-18,"20240618_080200-216849150.flac"
"1132",8,3,"67001","UF3-7",2024-06-18,"20240618_080300-216849151.flac"
"1133",8,4,"67001","UF3-7",2024-06-18,"20240618_080400-216849152.flac"
"1134",8,4,"67001","UF3-7",2024-06-18,"20240618_080400-216849152.wav"
"1135",6,0,"67001","UF3-7",2024-06-19,"20240619_060000-216849143.flac"
"1136",6,1,"67001","UF3-7",2024-06-19,"20240619_060100-216849144.flac"
"1137",6,2,"67001","UF3-7",2024-06-19,"20240619_060200-216849145.flac"
"1138",6,3,"67001","UF3-7",2024-06-19,"20240619_060300-216849146.flac"
"1139",6,4,"67001","UF3-7",2024-06-19,"20240619_060400-216849147.flac"
"1140",7,0,"67001","UF3-7",2024-06-19,"20240619_070000-216849223.flac"
"1141",7,1,"67001","UF3-7",2024-06-19,"20240619_070100-216849224.flac"
"1142",7,2,"67001","UF3-7",2024-06-19,"20240619_070200-216849225.flac"
"1143",7,3,"67001","UF3-7",2024-06-19,"20240619_070300-216849226.flac"
"1144",7,4,"67001","UF3-7",2024-06-19,"20240619_070400-216849227.flac"
"1145",8,0,"67001","UF3-7",2024-06-19,"20240619_080000-216849128.flac"
"1146",8,1,"67001","UF3-7",2024-06-19,"20240619_080100-216849129.flac"
"1147",8,2,"67001","UF3-7",2024-06-19,"20240619_080200-216849130.flac"
"1148",8,3,"67001","UF3-7",2024-06-19,"20240619_080300-216849131.flac"
"1149",8,4,"67001","UF3-7",2024-06-19,"20240619_080400-216849132.flac"
"1150",6,0,"67001","UF3-7",2024-06-20,"20240620_060000-216849123.flac"
"1151",6,1,"67001","UF3-7",2024-06-20,"20240620_060100-216849124.flac"
"1152",6,2,"67001","UF3-7",2024-06-20,"20240620_060200-216849125.flac"
"1153",6,3,"67001","UF3-7",2024-06-20,"20240620_060300-216849126.flac"
"1154",6,4,"67001","UF3-7",2024-06-20,"20240620_060400-216849127.flac"
"1155",7,0,"67001","UF3-7",2024-06-20,"20240620_070000-216849203.flac"
"1156",7,1,"67001","UF3-7",2024-06-20,"20240620_070100-216849204.flac"
"1157",7,2,"67001","UF3-7",2024-06-20,"20240620_070200-216849205.flac"
"1158",7,3,"67001","UF3-7",2024-06-20,"20240620_070300-216849206.flac"
"1159",7,4,"67001","UF3-7",2024-06-20,"20240620_070400-216849207.flac"
"1160",8,0,"67001","UF3-7",2024-06-20,"20240620_080000-216849098.flac"
"1161",8,1,"67001","UF3-7",2024-06-20,"20240620_080100-216849099.flac"
"1162",8,2,"67001","UF3-7",2024-06-20,"20240620_080200-216849100.flac"
"1163",8,3,"67001","UF3-7",2024-06-20,"20240620_080300-216849101.flac"
"1164",8,4,"67001","UF3-7",2024-06-20,"20240620_080400-216849102.flac"
"1165",6,0,"67001","UF3-7",2024-06-21,"20240621_060000-216849083.flac"
"1166",6,1,"67001","UF3-7",2024-06-21,"20240621_060100-216849084.flac"
"1167",6,2,"67001","UF3-7",2024-06-21,"20240621_060200-216849085.flac"
"1168",6,3,"67001","UF3-7",2024-06-21,"20240621_060300-216849086.flac"
"1169",6,4,"67001","UF3-7",2024-06-21,"20240621_060400-216849087.flac"
"1170",7,0,"67001","UF3-7",2024-06-21,"20240621_070000-216849093.flac"
"1171",7,1,"67001","UF3-7",2024-06-21,"20240621_070100-216849094.flac"
"1172",7,2,"67001","UF3-7",2024-06-21,"20240621_070200-216849095.flac"
"1173",7,3,"67001","UF3-7",2024-06-21,"20240621_070300-216849096.flac"
"1174",7,4,"67001","UF3-7",2024-06-21,"20240621_070400-216849097.flac"
"1175",8,0,"67001","UF3-7",2024-06-21,"20240621_080000-216849168.flac"
"1176",8,1,"67001","UF3-7",2024-06-21,"20240621_080100-216849169.flac"
"1177",8,2,"67001","UF3-7",2024-06-21,"20240621_080200-216849170.flac"
"1178",8,3,"67001","UF3-7",2024-06-21,"20240621_080300-216849171.flac"
"1179",8,4,"67001","UF3-7",2024-06-21,"20240621_080400-216849172.flac"
"1180",6,0,"67001","UF3-7",2024-06-22,"20240622_060000-216849183.flac"
"1181",6,1,"67001","UF3-7",2024-06-22,"20240622_060100-216849184.flac"
"1182",6,1,"67001","UF3-7",2024-06-22,"20240622_060100-216849184.wav"
"1183",6,2,"67001","UF3-7",2024-06-22,"20240622_060200-216849185.flac"
"1184",6,3,"67001","UF3-7",2024-06-22,"20240622_060300-216849186.flac"
"1185",6,4,"67001","UF3-7",2024-06-22,"20240622_060400-216849187.flac"
"1186",7,0,"67001","UF3-7",2024-06-22,"20240622_070000-216849118.flac"
"1187",7,1,"67001","UF3-7",2024-06-22,"20240622_070100-216849119.flac"
"1188",7,2,"67001","UF3-7",2024-06-22,"20240622_070200-216849120.flac"
"1189",7,3,"67001","UF3-7",2024-06-22,"20240622_070300-216849121.flac"
"1190",7,4,"67001","UF3-7",2024-06-22,"20240622_070400-216849122.flac"
"1191",8,0,"67001","UF3-7",2024-06-22,"20240622_080000-216849198.flac"
"1192",8,1,"67001","UF3-7",2024-06-22,"20240622_080100-216849199.flac"
"1193",8,2,"67001","UF3-7",2024-06-22,"20240622_080200-216849200.flac"
"1194",8,3,"67001","UF3-7",2024-06-22,"20240622_080300-216849201.flac"
"1195",8,4,"67001","UF3-7",2024-06-22,"20240622_080400-216849202.flac"
"1196",6,0,"67001","UF3-7",2024-06-23,"20240623_060000-216849043.flac"
"1197",6,1,"67001","UF3-7",2024-06-23,"20240623_060100-216849044.flac"
"1198",6,2,"67001","UF3-7",2024-06-23,"20240623_060200-216849045.flac"
"1199",6,3,"67001","UF3-7",2024-06-23,"20240623_060300-216849046.flac"
"1200",6,4,"67001","UF3-7",2024-06-23,"20240623_060400-216849047.flac"
"1201",7,0,"67001","UF3-7",2024-06-23,"20240623_070000-216849163.flac"
"1202",7,1,"67001","UF3-7",2024-06-23,"20240623_070100-216849164.flac"
"1203",7,2,"67001","UF3-7",2024-06-23,"20240623_070200-216849165.flac"
"1204",7,3,"67001","UF3-7",2024-06-23,"20240623_070300-216849166.flac"
"1205",7,4,"67001","UF3-7",2024-06-23,"20240623_070400-216849167.flac"
"1206",8,0,"67001","UF3-7",2024-06-23,"20240623_080000-216849048.flac"
"1207",8,1,"67001","UF3-7",2024-06-23,"20240623_080100-216849049.flac"
"1208",8,2,"67001","UF3-7",2024-06-23,"20240623_080200-216849050.flac"
"1209",8,3,"67001","UF3-7",2024-06-23,"20240623_080300-216849051.flac"
"1210",8,4,"67001","UF3-7",2024-06-23,"20240623_080400-216849052.flac"
"1211",6,0,"67001","UF3-7",2024-06-24,"20240624_060000-216849038.flac"
"1212",6,1,"67001","UF3-7",2024-06-24,"20240624_060100-216849039.flac"
"1213",6,2,"67001","UF3-7",2024-06-24,"20240624_060200-216849040.flac"
"1214",6,3,"67001","UF3-7",2024-06-24,"20240624_060300-216849041.flac"
"1215",6,4,"67001","UF3-7",2024-06-24,"20240624_060400-216849042.flac"
"1216",7,0,"67001","UF3-7",2024-06-24,"20240624_070000-216849053.flac"
"1217",7,1,"67001","UF3-7",2024-06-24,"20240624_070100-216849054.flac"
"1218",7,2,"67001","UF3-7",2024-06-24,"20240624_070200-216849055.flac"
"1219",7,3,"67001","UF3-7",2024-06-24,"20240624_070300-216849056.flac"
"1220",7,4,"67001","UF3-7",2024-06-24,"20240624_070400-216849057.flac"
"1221",8,0,"67001","UF3-7",2024-06-24,"20240624_080000-216849063.flac"
"1222",8,1,"67001","UF3-7",2024-06-24,"20240624_080100-216849064.flac"
"1223",8,2,"67001","UF3-7",2024-06-24,"20240624_080200-216849065.flac"
"1224",8,3,"67001","UF3-7",2024-06-24,"20240624_080300-216849066.flac"
"1225",8,4,"67001","UF3-7",2024-06-24,"20240624_080400-216849067.flac"
"1226",6,0,"67001","UF3-7",2024-06-25,"20240625_060000-216849008.flac"
"1227",6,1,"67001","UF3-7",2024-06-25,"20240625_060100-216849009.flac"
"1228",6,2,"67001","UF3-7",2024-06-25,"20240625_060200-216849010.flac"
"1229",6,3,"67001","UF3-7",2024-06-25,"20240625_060300-216849011.flac"
"1230",6,4,"67001","UF3-7",2024-06-25,"20240625_060400-216849012.flac"
"1231",7,0,"67001","UF3-7",2024-06-25,"20240625_070000-216849138.flac"
"1232",7,1,"67001","UF3-7",2024-06-25,"20240625_070100-216849139.flac"
"1233",7,2,"67001","UF3-7",2024-06-25,"20240625_070200-216849140.flac"
"1234",7,3,"67001","UF3-7",2024-06-25,"20240625_070300-216849141.flac"
"1235",7,4,"67001","UF3-7",2024-06-25,"20240625_070400-216849142.flac"
"1236",8,0,"67001","UF3-7",2024-06-25,"20240625_080000-216849003.flac"
"1237",8,1,"67001","UF3-7",2024-06-25,"20240625_080100-216849004.flac"
"1238",8,2,"67001","UF3-7",2024-06-25,"20240625_080200-216849005.flac"
"1239",8,3,"67001","UF3-7",2024-06-25,"20240625_080300-216849006.flac"
"1240",8,4,"67001","UF3-7",2024-06-25,"20240625_080400-216849007.flac"
"1241",6,0,"67001","UF3-7",2024-06-26,"20240626_060000-216849103.flac"
"1242",6,1,"67001","UF3-7",2024-06-26,"20240626_060100-216849104.flac"
"1243",6,2,"67001","UF3-7",2024-06-26,"20240626_060200-216849105.flac"
"1244",6,3,"67001","UF3-7",2024-06-26,"20240626_060300-216849106.flac"
"1245",6,4,"67001","UF3-7",2024-06-26,"20240626_060400-216849107.flac"
"1246",7,0,"67001","UF3-7",2024-06-26,"20240626_070000-216848988.flac"
"1247",7,1,"67001","UF3-7",2024-06-26,"20240626_070100-216848989.flac"
"1248",7,2,"67001","UF3-7",2024-06-26,"20240626_070200-216848990.flac"
"1249",7,3,"67001","UF3-7",2024-06-26,"20240626_070300-216848991.flac"
"1250",7,4,"67001","UF3-7",2024-06-26,"20240626_070400-216848992.flac"
"1251",8,0,"67001","UF3-7",2024-06-26,"20240626_080000-216849023.flac"
"1252",8,1,"67001","UF3-7",2024-06-26,"20240626_080100-216849024.flac"
"1253",8,2,"67001","UF3-7",2024-06-26,"20240626_080200-216849025.flac"
"1254",8,3,"67001","UF3-7",2024-06-26,"20240626_080300-216849026.flac"
"1255",8,4,"67001","UF3-7",2024-06-26,"20240626_080400-216849027.flac"
"1256",6,0,"67001","UF3-7",2024-06-27,"20240627_060000-216849113.flac"
"1257",6,1,"67001","UF3-7",2024-06-27,"20240627_060100-216849114.flac"
"1258",6,2,"67001","UF3-7",2024-06-27,"20240627_060200-216849115.flac"
"1259",6,3,"67001","UF3-7",2024-06-27,"20240627_060300-216849116.flac"
"1260",6,4,"67001","UF3-7",2024-06-27,"20240627_060400-216849117.flac"
"1261",7,0,"67001","UF3-7",2024-06-27,"20240627_070000-216848962.flac"
"1262",7,1,"67001","UF3-7",2024-06-27,"20240627_070100-216848963.flac"
"1263",7,2,"67001","UF3-7",2024-06-27,"20240627_070200-216848964.flac"
"1264",7,3,"67001","UF3-7",2024-06-27,"20240627_070300-216848965.flac"
"1265",7,4,"67001","UF3-7",2024-06-27,"20240627_070400-216848966.flac"
"1266",8,0,"67001","UF3-7",2024-06-27,"20240627_080000-216848993.flac"
"1267",8,1,"67001","UF3-7",2024-06-27,"20240627_080100-216848994.flac"
"1268",8,2,"67001","UF3-7",2024-06-27,"20240627_080200-216848995.flac"
"1269",8,3,"67001","UF3-7",2024-06-27,"20240627_080300-216848996.flac"
"1270",8,4,"67001","UF3-7",2024-06-27,"20240627_080400-216848997.flac"
"1271",6,0,"67001","UF3-7",2024-06-28,"20240628_060000-216848972.flac"
"1272",6,1,"67001","UF3-7",2024-06-28,"20240628_060100-216848973.flac"
"1273",6,2,"67001","UF3-7",2024-06-28,"20240628_060200-216848974.flac"
"1274",6,3,"67001","UF3-7",2024-06-28,"20240628_060300-216848975.flac"
"1275",6,4,"67001","UF3-7",2024-06-28,"20240628_060400-216848976.flac"
"1276",7,0,"67001","UF3-7",2024-06-28,"20240628_070000-216848360.flac"
"1277",7,1,"67001","UF3-7",2024-06-28,"20240628_070100-216848361.flac"
"1278",7,2,"67001","UF3-7",2024-06-28,"20240628_070200-216848362.flac"
"1279",7,3,"67001","UF3-7",2024-06-28,"20240628_070300-216848363.flac"
"1280",7,4,"67001","UF3-7",2024-06-28,"20240628_070400-216848364.flac"
"1281",8,0,"67001","UF3-7",2024-06-28,"20240628_080000-216848942.flac"
"1282",8,1,"67001","UF3-7",2024-06-28,"20240628_080100-216848943.flac"
"1283",8,2,"67001","UF3-7",2024-06-28,"20240628_080200-216848944.flac"
"1284",8,3,"67001","UF3-7",2024-06-28,"20240628_080300-216848945.flac"
"1285",8,4,"67001","UF3-7",2024-06-28,"20240628_080400-216848946.flac"
"1286",6,0,"67001","UF3-7",2024-06-29,"20240629_060000-216849033.flac"
"1287",6,1,"67001","UF3-7",2024-06-29,"20240629_060100-216849034.flac"
"1288",6,2,"67001","UF3-7",2024-06-29,"20240629_060200-216849035.flac"
"1289",6,3,"67001","UF3-7",2024-06-29,"20240629_060300-216849036.flac"
"1290",6,4,"67001","UF3-7",2024-06-29,"20240629_060400-216849037.flac"
"1291",7,0,"67001","UF3-7",2024-06-29,"20240629_070000-216848932.flac"
"1292",7,1,"67001","UF3-7",2024-06-29,"20240629_070100-216848933.flac"
"1293",7,2,"67001","UF3-7",2024-06-29,"20240629_070200-216848934.flac"
"1294",7,3,"67001","UF3-7",2024-06-29,"20240629_070300-216848935.flac"
"1295",7,4,"67001","UF3-7",2024-06-29,"20240629_070400-216848936.flac"
"1296",8,0,"67001","UF3-7",2024-06-29,"20240629_080000-216849058.flac"
"1297",8,1,"67001","UF3-7",2024-06-29,"20240629_080100-216849059.flac"
"1298",8,2,"67001","UF3-7",2024-06-29,"20240629_080200-216849060.flac"
"1299",8,3,"67001","UF3-7",2024-06-29,"20240629_080300-216849061.flac"
"1300",8,4,"67001","UF3-7",2024-06-29,"20240629_080400-216849062.flac"
"1301",6,0,"67001","UF3-7",2024-06-30,"20240630_060000-216848912.flac"
"1302",6,1,"67001","UF3-7",2024-06-30,"20240630_060100-216848913.flac"
"1303",6,2,"67001","UF3-7",2024-06-30,"20240630_060200-216848914.flac"
"1304",6,3,"67001","UF3-7",2024-06-30,"20240630_060300-216848915.flac"
"1305",6,4,"67001","UF3-7",2024-06-30,"20240630_060400-216848916.flac"
"1306",7,0,"67001","UF3-7",2024-06-30,"20240630_070000-216848937.flac"
"1307",7,1,"67001","UF3-7",2024-06-30,"20240630_070100-216848938.flac"
"1308",7,2,"67001","UF3-7",2024-06-30,"20240630_070200-216848939.flac"
"1309",7,3,"67001","UF3-7",2024-06-30,"20240630_070300-216848940.flac"
"1310",7,4,"67001","UF3-7",2024-06-30,"20240630_070400-216848941.flac"
"1311",8,0,"67001","UF3-7",2024-06-30,"20240630_080000-216848902.flac"
"1312",8,1,"67001","UF3-7",2024-06-30,"20240630_080100-216848903.flac"
"1313",8,2,"67001","UF3-7",2024-06-30,"20240630_080200-216848904.flac"
"1314",8,3,"67001","UF3-7",2024-06-30,"20240630_080300-216848905.flac"
"1315",8,4,"67001","UF3-7",2024-06-30,"20240630_080400-216848906.flac"
"1316",6,0,"67002","UF3-4",2024-05-17,"20240517_060000-216848872.flac"
"1317",6,1,"67002","UF3-4",2024-05-17,"20240517_060100-216848873.flac"
"1318",6,2,"67002","UF3-4",2024-05-17,"20240517_060200-216848874.flac"
"1319",6,3,"67002","UF3-4",2024-05-17,"20240517_060300-216848875.flac"
"1320",6,4,"67002","UF3-4",2024-05-17,"20240517_060400-216848876.flac"
"1321",7,0,"67002","UF3-4",2024-05-17,"20240517_070000-216849018.flac"
"1322",7,1,"67002","UF3-4",2024-05-17,"20240517_070100-216849019.flac"
"1323",7,2,"67002","UF3-4",2024-05-17,"20240517_070200-216849020.flac"
"1324",7,3,"67002","UF3-4",2024-05-17,"20240517_070300-216849021.flac"
"1325",7,4,"67002","UF3-4",2024-05-17,"20240517_070400-216849022.flac"
"1326",8,0,"67002","UF3-4",2024-05-17,"20240517_080000-216848967.flac"
"1327",8,1,"67002","UF3-4",2024-05-17,"20240517_080100-216848968.flac"
"1328",8,2,"67002","UF3-4",2024-05-17,"20240517_080200-216848969.flac"
"1329",8,3,"67002","UF3-4",2024-05-17,"20240517_080300-216848970.flac"
"1330",8,4,"67002","UF3-4",2024-05-17,"20240517_080400-216848971.flac"
"1331",6,0,"67002","UF3-4",2024-05-18,"20240518_060000-216848862.flac"
"1332",6,1,"67002","UF3-4",2024-05-18,"20240518_060100-216848863.flac"
"1333",6,2,"67002","UF3-4",2024-05-18,"20240518_060200-216848864.flac"
"1334",6,3,"67002","UF3-4",2024-05-18,"20240518_060300-216848865.flac"
"1335",6,4,"67002","UF3-4",2024-05-18,"20240518_060400-216848866.flac"
"1336",7,0,"67002","UF3-4",2024-05-18,"20240518_070000-216848947.flac"
"1337",7,1,"67002","UF3-4",2024-05-18,"20240518_070100-216848948.flac"
"1338",7,2,"67002","UF3-4",2024-05-18,"20240518_070200-216848949.flac"
"1339",7,3,"67002","UF3-4",2024-05-18,"20240518_070300-216848950.flac"
"1340",7,4,"67002","UF3-4",2024-05-18,"20240518_070400-216848951.flac"
"1341",8,0,"67002","UF3-4",2024-05-18,"20240518_080000-216848887.flac"
"1342",8,1,"67002","UF3-4",2024-05-18,"20240518_080100-216848888.flac"
"1343",8,2,"67002","UF3-4",2024-05-18,"20240518_080200-216848889.flac"
"1344",8,3,"67002","UF3-4",2024-05-18,"20240518_080300-216848890.flac"
"1345",8,4,"67002","UF3-4",2024-05-18,"20240518_080400-216848891.flac"
"1346",6,0,"67002","UF3-4",2024-05-19,"20240519_060000-216848852.flac"
"1347",6,1,"67002","UF3-4",2024-05-19,"20240519_060100-216848853.flac"
"1348",6,2,"67002","UF3-4",2024-05-19,"20240519_060200-216848854.flac"
"1349",6,3,"67002","UF3-4",2024-05-19,"20240519_060300-216848855.flac"
"1350",6,4,"67002","UF3-4",2024-05-19,"20240519_060400-216848856.flac"
"1351",7,0,"67002","UF3-4",2024-05-19,"20240519_070000-216848952.flac"
"1352",7,1,"67002","UF3-4",2024-05-19,"20240519_070100-216848953.flac"
"1353",7,2,"67002","UF3-4",2024-05-19,"20240519_070200-216848954.flac"
"1354",7,3,"67002","UF3-4",2024-05-19,"20240519_070300-216848955.flac"
"1355",7,4,"67002","UF3-4",2024-05-19,"20240519_070400-216848956.flac"
"1356",8,0,"67002","UF3-4",2024-05-19,"20240519_080000-216848847.flac"
"1357",8,1,"67002","UF3-4",2024-05-19,"20240519_080100-216848848.flac"
"1358",8,2,"67002","UF3-4",2024-05-19,"20240519_080200-216848849.flac"
"1359",8,3,"67002","UF3-4",2024-05-19,"20240519_080300-216848850.flac"
"1360",8,4,"67002","UF3-4",2024-05-19,"20240519_080400-216848851.flac"
"1361",6,0,"67002","UF3-4",2024-05-20,"20240520_060000-216848822.flac"
"1362",6,1,"67002","UF3-4",2024-05-20,"20240520_060100-216848823.flac"
"1363",6,2,"67002","UF3-4",2024-05-20,"20240520_060200-216848824.flac"
"1364",6,3,"67002","UF3-4",2024-05-20,"20240520_060300-216848825.flac"
"1365",6,4,"67002","UF3-4",2024-05-20,"20240520_060400-216848826.flac"
"1366",7,0,"67002","UF3-4",2024-05-20,"20240520_070000-216848827.flac"
"1367",7,1,"67002","UF3-4",2024-05-20,"20240520_070100-216848828.flac"
"1368",7,2,"67002","UF3-4",2024-05-20,"20240520_070200-216848829.flac"
"1369",7,3,"67002","UF3-4",2024-05-20,"20240520_070300-216848830.flac"
"1370",7,4,"67002","UF3-4",2024-05-20,"20240520_070400-216848831.flac"
"1371",8,0,"67002","UF3-4",2024-05-20,"20240520_080000-216848837.flac"
"1372",8,1,"67002","UF3-4",2024-05-20,"20240520_080100-216848838.flac"
"1373",8,2,"67002","UF3-4",2024-05-20,"20240520_080200-216848839.flac"
"1374",8,3,"67002","UF3-4",2024-05-20,"20240520_080300-216848840.flac"
"1375",8,4,"67002","UF3-4",2024-05-20,"20240520_080400-216848841.flac"
